0.4482002210473004, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.012, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 50, 'min_child_weight': 0.005, 'min_split_gain': 0.03, 'num_leaves': 40, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.45248584339465336, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.012, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 100, 'min_child_weight': 0.04, 'min_split_gain': 0.03, 'num_leaves': 70, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.43644001096625806, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.012, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 200, 'min_child_weight': 0.005, 'min_split_gain': 0.03, 'num_leaves': 40, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4406736259471912, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.012, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 200, 'min_child_weight': 0.005, 'min_split_gain': 0.03, 'num_leaves': 50, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4406736259471912, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.012, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 200, 'min_child_weight': 0.005, 'min_split_gain': 0.03, 'num_leaves': 70, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.43644001096625806, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.012, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 200, 'min_child_weight': 0.04, 'min_split_gain': 0.03, 'num_leaves': 40, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4406736259471912, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.012, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 200, 'min_child_weight': 0.04, 'min_split_gain': 0.03, 'num_leaves': 50, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4406736259471912, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.012, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 200, 'min_child_weight': 0.04, 'min_split_gain': 0.03, 'num_leaves': 70, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4460305572500316, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.016, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 50, 'min_child_weight': 0.005, 'min_split_gain': 0.03, 'num_leaves': 40, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4452968564434998, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.016, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 50, 'min_child_weight': 0.005, 'min_split_gain': 0.03, 'num_leaves': 50, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.44597600174832736, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.016, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 50, 'min_child_weight': 0.005, 'min_split_gain': 0.03, 'num_leaves': 70, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4460305572500316, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.016, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 50, 'min_child_weight': 0.04, 'min_split_gain': 0.03, 'num_leaves': 40, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4452968564434998, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.016, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 50, 'min_child_weight': 0.04, 'min_split_gain': 0.03, 'num_leaves': 50, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.44597600174832736, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.016, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 50, 'min_child_weight': 0.04, 'min_split_gain': 0.03, 'num_leaves': 70, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4479727052455134, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.016, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 100, 'min_child_weight': 0.005, 'min_split_gain': 0.03, 'num_leaves': 40, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4495956653086389, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.016, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 100, 'min_child_weight': 0.005, 'min_split_gain': 0.03, 'num_leaves': 50, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4554042682215501, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.016, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 100, 'min_child_weight': 0.005, 'min_split_gain': 0.03, 'num_leaves': 70, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4479727052455134, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.016, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 100, 'min_child_weight': 0.04, 'min_split_gain': 0.03, 'num_leaves': 40, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4495956653086389, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.016, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 100, 'min_child_weight': 0.04, 'min_split_gain': 0.03, 'num_leaves': 50, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4554042682215501, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.016, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 100, 'min_child_weight': 0.04, 'min_split_gain': 0.03, 'num_leaves': 70, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4379314453689602, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.016, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 200, 'min_child_weight': 0.005, 'min_split_gain': 0.03, 'num_leaves': 40, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4487513514245526, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.016, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 200, 'min_child_weight': 0.005, 'min_split_gain': 0.03, 'num_leaves': 50, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4487513514245526, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.016, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 200, 'min_child_weight': 0.005, 'min_split_gain': 0.03, 'num_leaves': 70, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4379314453689602, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.016, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 200, 'min_child_weight': 0.04, 'min_split_gain': 0.03, 'num_leaves': 40, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4487513514245526, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.016, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 200, 'min_child_weight': 0.04, 'min_split_gain': 0.03, 'num_leaves': 50, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
0.4487513514245526, {'application': 'regression', 'bagging_fraction': 0.85, 'boosting': 'gbdt', 'data_random_seed': 17, 'early_stop': 100, 'feature_fraction': 0.8, 'lambda_l2': 0.0475, 'learning_rate': 0.016, 'max_depth': 11, 'metric': 'rmse', 'min_child_samples': 200, 'min_child_weight': 0.04, 'min_split_gain': 0.03, 'num_leaves': 70, 'num_rounds': 10000, 'verbose_eval': 100, 'verbosity': -1}
